strain	virus	date	country	continent	division	location	host_type	length	authors	source	lineage	lineage_truncated
PX834143.1	Influenza B virus	2023-04-12	Poland	Europe			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	C.5.1	C.5
PX834152.1	Influenza B virus	2023-04-05	Poland	Europe			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	C.5	C.5
PQ895812.1	Influenza B virus	2023-12-21	Saudi Arabia	Asia			Homo sapiens	1749	Aziz,I.M., Alkubaisi,N.A., Almajhdi,F.N.	ncbi	C.5	C.5
PQ895813.1	Influenza B virus	2023-12-22	Saudi Arabia	Asia			Homo sapiens	1749	Aziz,I.M., Alkubaisi,N.A., Almajhdi,F.N.	ncbi	C.5.6	C.5
PQ895814.1	Influenza B virus	2023-12-25	Saudi Arabia	Asia			Homo sapiens	1749	Aziz,I.M., Alkubaisi,N.A., Almajhdi,F.N.	ncbi	C.5.6	C.5
PQ895815.1	Influenza B virus	2023-12-26	Saudi Arabia	Asia			Homo sapiens	1749	Aziz,I.M., Alkubaisi,N.A., Almajhdi,F.N.	ncbi	A.3.1	A.3
PQ895816.1	Influenza B virus	2023-12-28	Saudi Arabia	Asia			Homo sapiens	1749	Aziz,I.M., Alkubaisi,N.A., Almajhdi,F.N.	ncbi	C.5.6	C.5
PQ895817.1	Influenza B virus	2023-12-29	Saudi Arabia	Asia			Homo sapiens	1749	Aziz,I.M., Alkubaisi,N.A., Almajhdi,F.N.	ncbi	C	C
PQ895818.1	Influenza B virus	2023-12-30	Saudi Arabia	Asia			Homo sapiens	1749	Aziz,I.M., Alkubaisi,N.A., Almajhdi,F.N.	ncbi	C.5.6	C.5
OZ172304.1	Influenza B virus	2023-01-24	Switzerland	Europe			Homo sapiens	1749		ncbi	C.3	C.3
OZ172320.1	Influenza B virus	2023-01-24	Switzerland	Europe			Homo sapiens	1749		ncbi	C.3	C.3
OZ172328.1	Influenza B virus	2023-01-23	Switzerland	Europe			Homo sapiens	1749		ncbi	C.5.1	C.5
OZ172456.1	Influenza B virus	2023-01-26	Switzerland	Europe			Homo sapiens	1749		ncbi	C.3	C.3
PQ126514.1	Influenza B virus	2023-03-21	Thailand	Asia			Homo sapiens	1637	Boonnak,K., Kosoltanapiwat,N., Mansanguan,C., Kamolvathin,N., Nasalingkhan,C.	ncbi	C.5	C.5
PQ126515.1	Influenza B virus	2023-03-21	Thailand	Asia			Homo sapiens	1628	Boonnak,K., Kosoltanapiwat,N., Mansanguan,C., Kamolvathin,N., Nasalingkhan,C.	ncbi	C.5	C.5
PQ126516.1	Influenza B virus	2023-03-09	Thailand	Asia			Homo sapiens	1664	Boonnak,K., Kosoltanapiwat,N., Mansanguan,C., Kamolvathin,N., Nasalingkhan,C.	ncbi	C.5	C.5
PV177384.1	Influenza B virus	2023-12-15	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.6	C.5
PV177328.1	Influenza B virus	2023-11-30	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.1	C.5
PV177288.1	Influenza B virus	2023-11-28	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.4	C.5
PV177296.1	Influenza B virus	2023-11-24	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.1	C.5
PV177344.1	Influenza B virus	2023-12-11	USA	North America			Homo sapiens	1875	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.1	C.5
OQ993060.1	Influenza B virus	2023-03-20	United Kingdom	Europe			Homo sapiens	1749	Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.	ncbi	C.5.1	C.5
PP464062.1	Influenza B virus	2024-02-02	China	Asia			Homo sapiens	1876	Lv,Tg., Chen,j., Xu,C.	ncbi	C.5.7	C.5
PP464065.1	Influenza B virus	2024-02-01	China	Asia			Homo sapiens	1876	Lv,Tg., Chen,j., Xu,C.	ncbi	C.5.7	C.5
PP464064.1	Influenza B virus	2024-01-22	China	Asia			Homo sapiens	1876	Lv,Tg., Chen,j., Xu,C.	ncbi	C.5.7	C.5
PP464063.1	Influenza B virus	2024-01-20	China	Asia			Homo sapiens	1876	Lv,Tg., Chen,j., Xu,C.	ncbi	C.5.7	C.5
PP464066.1	Influenza B virus	2024-01-17	China	Asia			Homo sapiens	1876	Lv,Tg., Chen,j., Xu,C.	ncbi	C.5.7	C.5
PX578237.1	Influenza B virus	2024-06-15	Comoros	Africa			Homo sapiens	1847	Ahmed El-Harif,N.-K., Moise Diagne,M., Abdou Azali,H., Ndeboko,B.	ncbi	C.5.6	C.5
PZ065067.1	Influenza B virus	2024-12-30	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.6.1	C.5
PZ065052.1	Influenza B virus	2024-12-28	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5	C.5
PZ065068.1	Influenza B virus	2024-12-30	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.7	C.5
PZ065196.1	Influenza B virus	2024-12-31	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.6	C.5
PZ065195.1	Influenza B virus	2024-12-31	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065198.1	Influenza B virus	2024-12-31	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065201.1	Influenza B virus	2024-12-31	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065066.1	Influenza B virus	2024-12-30	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065069.1	Influenza B virus	2024-12-30	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065070.1	Influenza B virus	2024-12-30	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.7	C.5
PZ065085.1	Influenza B virus	2024-12-30	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065086.1	Influenza B virus	2024-12-30	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065053.1	Influenza B virus	2024-12-29	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065055.1	Influenza B virus	2024-12-29	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.6	C.5
PZ065056.1	Influenza B virus	2024-12-29	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PX363333.1	Influenza B virus	2024-12-14	India	Asia			Homo sapiens	1869	Sruthi,N., Anukumar,B., Lekshmi,R.S.	ncbi	C.5.6.1	C.5
PX834077.1	Influenza B virus	2024-03-29	Japan	Asia			Homo sapiens	1749	Lauring,A.S., Papalambros,L., Fitzsimmons,W.J., Bendall,E., Hurt,A., Berisha,E., Wildum,S.	ncbi	C.5.1	C.5
PP503729.1	Influenza B virus	2024-01-15	Peru	South America			Homo sapiens	1749	Meza,E., Cuicapuza,D., Martinez-Ventura,A., Ayzanoa,B., Zamudio,C., Tsukayama,P.	ncbi	C.5.1	C.5
PP503737.1	Influenza B virus	2024-01-15	Peru	South America			Homo sapiens	1736	Meza,E., Cuicapuza,D., Martinez-Ventura,A., Ayzanoa,B., Zamudio,C., Tsukayama,P.	ncbi	C.5	C.5
PZ125229.1	Influenza B virus	2024-11-25	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.7	C.5
PZ125255.1	Influenza B virus	2024-12-12	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.7	C.5
PZ125256.1	Influenza B virus	2024-12-16	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.7	C.5
PZ125257.1	Influenza B virus	2024-12-11	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.6	C.5
PV653673.1	Influenza B virus	2024-02-26	Saudi Arabia	Asia			Homo sapiens	1749	Abdulgader,S.A., Aziz,I.M., Abdulwahed,A., Alkubaisi,N.A., Abdulmanea,A., Almuqrin,A.M., Almajhdi,F.N.	ncbi	C	C
PV653674.1	Influenza B virus	2024-02-26	Saudi Arabia	Asia			Homo sapiens	1749	Abdulgader,S.A., Aziz,I.M., Abdulwahed,A., Alkubaisi,N.A., Abdulmanea,A., Almuqrin,A.M., Almajhdi,F.N.	ncbi	C.5.6	C.5
PV653675.1	Influenza B virus	2024-12-02	Saudi Arabia	Asia			Homo sapiens	1749	Abdulgader,S.A., Aziz,I.M., Abdulwahed,A., Alkubaisi,N.A., Abdulmanea,A., Almuqrin,A.M., Almajhdi,F.N.	ncbi	C.5.6	C.5
PV653676.1	Influenza B virus	2024-12-06	Saudi Arabia	Asia			Homo sapiens	1749	Abdulgader,S.A., Aziz,I.M., Abdulwahed,A., Alkubaisi,N.A., Abdulmanea,A., Almuqrin,A.M., Almajhdi,F.N.	ncbi	C.5.6	C.5
PZ093183.1	Influenza B virus	2024-04-01	South Korea	Asia			Homo sapiens	1876	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5	C.5
PZ093175.1	Influenza B virus	2024-03-26	South Korea	Asia			Homo sapiens	1876	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PZ093199.1	Influenza B virus	2024-03-26	South Korea	Asia			Homo sapiens	1876	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PZ093167.1	Influenza B virus	2024-03-18	South Korea	Asia			Homo sapiens	1876	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PZ093207.1	Influenza B virus	2024-03-11	South Korea	Asia			Homo sapiens	1876	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PZ093223.1	Influenza B virus	2024-04-01	South Korea	Asia			Homo sapiens	1875	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PZ093239.1	Influenza B virus	2024-04-02	South Korea	Asia			Homo sapiens	1874	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PZ093215.1	Influenza B virus	2024-03-11	South Korea	Asia			Homo sapiens	1874	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PZ093191.1	Influenza B virus	2024-03-18	South Korea	Asia			Homo sapiens	1873	No,J.S., Noh,J.Y., Lee,C.Y., Kim,I.-H., Lee,N.-J., Rhee,J.E., Kim,E.-J.	ncbi	C.5.6	C.5
PV206701.1	Influenza B virus	2024-12-28	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.1	C.5
PV177448.1	Influenza B virus	2024-11-14	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.1	C.5
PV177280.1	Influenza B virus	2024-02-11	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.1	C.5
PV177272.1	Influenza B virus	2024-02-09	USA	North America			Homo sapiens	1876	Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.	ncbi	C.5.1	C.5
PQ629793.1	Influenza B virus	2024-10-08	USA	North America			Homo sapiens	1861	Rothstein,A.P., Collins,S., Muir,G., Qiu,X., Simas,A., Lu,B., Cosca,B., Girinathan,B., Leeson,P., Philipson,C.W., Plocik,A.M., Simen,B.	ncbi	C.5.6.1	C.5
PZ065344.1	Influenza B virus	2025-01-24	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5	C.5
PZ065207.1	Influenza B virus	2025-01-14	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.3	C.3
PZ065176.1	Influenza B virus	2025-01-25	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.6.1	C.5
PZ065589.1	Influenza B virus	2025-02-28	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.6	C.5
PZ065498.1	Influenza B virus	2025-02-28	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.7	C.5
PZ065323.1	Influenza B virus	2025-01-29	France	Europe			Homo sapiens	1857	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065497.1	Influenza B virus	2025-02-28	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065542.1	Influenza B virus	2025-02-28	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.7	C.5
PZ065548.1	Influenza B virus	2025-02-28	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.7	C.5
PZ065517.1	Influenza B virus	2025-02-27	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065554.1	Influenza B virus	2025-02-27	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.7	C.5
PZ065494.1	Influenza B virus	2025-02-26	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065496.1	Influenza B virus	2025-02-26	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.1	C.5
PZ065545.1	Influenza B virus	2025-02-26	France	Europe			Homo sapiens	1848	Koumaty,L., Regue,H., Bal,A., Josset,L.	ncbi	C.5.7	C.5
PX443774.1	Influenza B virus	2025-05-05	Germany	Europe			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Macias,E.A., Garcia,J.M., Smetana,C.A., Hartless,T.R.	ncbi	C.3.1	C.3
PV291919.1	Influenza B virus	2025-01-21	Hong Kong	Asia			Homo sapiens	1749	Cowling,B.J., Leung,N.H.L., Cheng,S.M.S., Peiris,M.	ncbi	C.5.7	C.5
PX363397.1	Influenza B virus	2025-03-02	India	Asia			Homo sapiens	1866	Sruthi,N., Anukumar,B., Lekshmi,R.S.	ncbi	C.5.6	C.5
PX465336.1	Influenza B virus	2025-02-24	Italy	Europe			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Macias,E.A., Garcia,J.M., Smetana,C.A., Hartless,T.R.	ncbi	C.5.6.1	C.5
PX207966.1	Influenza B virus	2025-02-18	Italy	Europe			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R.	ncbi	C.5.6.1	C.5
PX207980.1	Influenza B virus	2025-03-31	Italy	Europe			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R.	ncbi	C.5.6.1	C.5
PX208204.1	Influenza B virus	2025-01-23	Italy	Europe			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R.	ncbi	C.5.1	C.5
PV934728.1	Influenza B virus	2025-01-07	Italy	Europe			Homo sapiens	1749	Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hogan,V.S.	ncbi	C.5.1	C.5
PX443775.1	Influenza B virus	2025-06-05	Japan	Asia			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Macias,E.A., Garcia,J.M., Smetana,C.A., Hartless,T.R.	ncbi	C.3.1	C.3
PX443809.1	Influenza B virus	2025-06-09	Japan	Asia			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Macias,E.A., Garcia,J.M., Smetana,C.A., Hartless,T.R.	ncbi	C.3.1	C.3
PX207894.1	Influenza B virus	2025-07-05	Japan	Asia			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R.	ncbi	C.3.1	C.3
PX208140.1	Influenza B virus	2025-07-10	Japan	Asia			Homo sapiens	1749	Gruner,W.E., Hogan,V.S., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R.	ncbi	C.5.7	C.5
PZ125230.1	Influenza B virus	2025-01-13	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5	C.5
PZ125253.1	Influenza B virus	2025-03-31	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.6.1	C.5
PZ125240.1	Influenza B virus	2025-02-26	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.1	C.5
PZ125236.1	Influenza B virus	2025-03-24	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.7	C.5
PZ125254.1	Influenza B virus	2025-04-14	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.6	C.5
PZ125246.1	Influenza B virus	2025-03-28	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.6	C.5
PZ125250.1	Influenza B virus	2025-03-26	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.6	C.5
PZ125228.1	Influenza B virus	2025-03-21	Russia	Europe/Asia			Homo sapiens	1749	Kolosova,N.P., Bragina,M.K., Panova,A.S., Shadrinova,K.N., Svyatchenko,S.V., Barsukova,E.A., Boldyrev,N.D., Danilenko,A.V., Moiseeva,A., Onkhonova,G.S., Muratova,A.R., Goncharova,N.I., Maksyutova,A.V., Vasiltsova,N., Gudymo,A.S., Danilchenko,N.V., Perfilieva,O.N., Tregubchak,T.V., Bauer,T.V., Sivay,M.V., Maksimenko,L.V., Marchenko,V.Y.	ncbi	C.5.6	C.5
